user_id,upgraded,upgrade_date,days_to_upgrade,signup_date,last_active_date,days_alive,num_sessions,avg_session_length_minutes,total_session_length_minutes,avg_days_between_sessions,num_repeated_session_days,days_first_feature_after_signup,first_feature_used,last_feature_used,using_top_features,num_top_feature_sessions,features_before_upgrade,features_after_upgrade,num_repeated_features,days_since_last_activity,pred_churn_90,actual_cancelled,last_active_quarter,churn_90d,days_to_upgrade_filled,unique_features_count
user_0228,False,,,2023-07-06 00:00:00+00:00,2023-11-20 00:00:00+00:00,137,12,15.958333333333334,191.5,9.363636363636363,0,0,calendar_view,task_edit,True,5,,,4,157,True,True,2023Q4,True,-1.0,5
user_0229,True,2024-01-20 00:00:00+00:00,29.0,2023-12-22 00:00:00+00:00,2024-05-18 00:00:00+00:00,148,8,15.28375,122.27,13.714285714285714,0,7,file_upload,calendar_view,True,4,file_upload,"calendar_view,file_upload,task_create,task_edit",3,-23,False,False,2024Q2,False,29.0,4
user_0230,True,2023-07-06 00:00:00+00:00,41.0,2023-05-26 00:00:00+00:00,2023-08-14 00:00:00+00:00,80,5,11.0,55.0,25.75,0,8,task_edit,task_edit,True,2,task_edit,"comment,task_edit",2,255,True,True,2023Q3,True,41.0,2
user_0231,False,,,2023-05-24 00:00:00+00:00,2023-08-11 00:00:00+00:00,79,10,18.547,185.47,10.555555555555555,0,23,task_edit,calendar_view,True,4,,,4,258,True,True,2023Q3,True,-1.0,4
user_0232,False,,,2023-11-22 00:00:00+00:00,2024-03-04 00:00:00+00:00,103,12,35.04416666666667,420.53000000000003,9.181818181818182,2,1,comment,comment,True,9,,,3,52,False,False,2024Q1,False,-1.0,5
user_0233,False,,,2023-05-03 00:00:00+00:00,2023-09-03 00:00:00+00:00,123,13,21.613846153846154,280.98,8.333333333333334,0,19,calendar_view,task_create,True,3,,,3,235,True,True,2023Q3,True,-1.0,4
user_0234,False,,,2023-12-15 00:00:00+00:00,2024-03-11 00:00:00+00:00,87,6,11.465000000000002,68.79,10.2,0,10,task_edit,calendar_view,True,3,,,2,45,False,False,2024Q1,False,-1.0,4
user_0235,False,,,2023-04-28 00:00:00+00:00,2023-07-24 00:00:00+00:00,87,14,12.035,168.49,8.76923076923077,0,1,task_edit,task_create,True,7,,,4,276,True,True,2023Q3,True,-1.0,5
user_0236,False,,,2023-10-14 00:00:00+00:00,2024-03-05 00:00:00+00:00,143,9,18.693333333333335,168.24,12.375,0,9,task_edit,comment,True,3,,,3,51,False,False,2024Q1,False,-1.0,4
user_0237,False,,,2023-01-28 00:00:00+00:00,2023-04-29 00:00:00+00:00,91,11,10.401818181818182,114.42,8.7,1,19,comment,file_upload,True,6,,,4,362,True,True,2023Q2,True,-1.0,5
user_0238,False,,,2023-06-04 00:00:00+00:00,2023-09-18 00:00:00+00:00,106,7,18.43857142857143,129.07,15.0,0,15,comment,task_edit,True,4,,,3,220,True,True,2023Q3,True,-1.0,4
user_0239,False,,,2023-12-05 00:00:00+00:00,2024-03-02 00:00:00+00:00,88,8,21.962500000000002,175.70000000000002,12.714285714285714,0,15,file_upload,calendar_view,True,5,,,2,54,False,False,2024Q1,False,-1.0,4
user_0240,False,,,2023-07-31 00:00:00+00:00,2023-10-22 00:00:00+00:00,83,7,9.545714285714284,66.82,19.5,0,0,task_create,calendar_view,True,4,,,2,186,True,True,2023Q4,True,-1.0,5
user_0241,False,,,2023-06-26 00:00:00+00:00,2023-09-22 00:00:00+00:00,88,13,14.686923076923076,190.92999999999998,7.916666666666667,1,10,calendar_view,task_edit,True,9,,,5,216,True,True,2023Q3,True,-1.0,5
user_0242,False,,,2023-01-21 00:00:00+00:00,2023-04-11 00:00:00+00:00,80,15,17.224,258.36,7.142857142857143,0,4,comment,calendar_view,True,9,,,5,380,True,True,2023Q2,True,-1.0,5
user_0243,False,,,2023-05-20 00:00:00+00:00,2023-09-18 00:00:00+00:00,121,14,22.85214285714286,319.93,6.769230769230769,1,1,calendar_view,task_edit,True,6,,,3,220,True,True,2023Q3,True,-1.0,5
user_0244,True,2023-07-13 00:00:00+00:00,49.0,2023-05-25 00:00:00+00:00,2023-10-07 00:00:00+00:00,135,9,12.417777777777777,111.75999999999999,7.875,1,18,task_create,task_create,True,7,"calendar_view,comment,file_upload,task_create,task_edit","comment,file_upload,task_create",3,201,True,True,2023Q4,True,49.0,5
user_0245,False,,,2023-08-31 00:00:00+00:00,2024-01-21 00:00:00+00:00,143,9,28.311111111111114,254.8,13.5,1,3,calendar_view,task_edit,True,4,,,3,95,True,False,2024Q1,True,-1.0,4
user_0246,False,,,2023-09-10 00:00:00+00:00,2023-10-28 00:00:00+00:00,48,7,14.95142857142857,104.66,19.833333333333332,1,1,task_edit,task_create,True,5,,,3,180,True,True,2023Q4,True,-1.0,4
user_0247,True,2023-09-22 00:00:00+00:00,10.0,2023-09-12 00:00:00+00:00,2023-11-18 00:00:00+00:00,67,9,12.743333333333332,114.69,12.375,0,12,calendar_view,calendar_view,True,2,,"calendar_view,comment,task_create,task_edit",2,159,True,True,2023Q4,True,10.0,4
user_0248,False,,,2023-06-05 00:00:00+00:00,2023-09-20 00:00:00+00:00,107,9,13.194444444444445,118.75,8.375,0,14,task_edit,task_create,True,3,,,2,218,True,True,2023Q3,True,-1.0,4
user_0249,False,,,2023-06-03 00:00:00+00:00,2023-10-13 00:00:00+00:00,132,10,18.102,181.02,10.222222222222221,1,23,task_edit,comment,True,4,,,4,195,True,True,2023Q4,True,-1.0,4
user_0250,False,,,2023-03-20 00:00:00+00:00,2023-04-21 00:00:00+00:00,32,12,14.840833333333334,178.09,9.0,0,17,file_upload,file_upload,True,8,,,3,370,True,True,2023Q2,True,-1.0,4
user_0251,False,,,2023-12-28 00:00:00+00:00,2024-05-24 00:00:00+00:00,148,18,14.066666666666666,253.2,6.9411764705882355,1,1,file_upload,comment,True,10,,,5,-29,False,False,2024Q2,False,-1.0,5
user_0252,True,2023-03-30 00:00:00+00:00,54.0,2023-02-04 00:00:00+00:00,2023-04-06 00:00:00+00:00,61,8,19.21625,153.73,7.142857142857143,0,61,calendar_view,task_create,True,4,,"calendar_view,file_upload,task_create,task_edit",3,385,True,True,2023Q2,True,54.0,4
user_0253,False,,,2023-01-02 00:00:00+00:00,2023-02-06 00:00:00+00:00,35,10,12.406,124.06,11.777777777777779,2,2,file_upload,calendar_view,True,7,,,3,444,True,True,2023Q1,True,-1.0,4
user_0254,False,,,2023-01-29 00:00:00+00:00,2023-05-07 00:00:00+00:00,98,6,10.9,65.4,17.8,0,5,task_edit,task_create,True,2,,,1,354,True,True,2023Q2,True,-1.0,4
user_0255,False,,,2023-02-25 00:00:00+00:00,2023-04-25 00:00:00+00:00,59,11,10.395454545454545,114.35,6.9,1,27,task_create,calendar_view,True,6,,,4,366,True,True,2023Q2,True,-1.0,5
user_0256,False,,,2023-02-16 00:00:00+00:00,2023-06-06 00:00:00+00:00,110,16,22.01625,352.26,6.0,2,1,calendar_view,comment,True,8,,,5,324,True,True,2023Q2,True,-1.0,5
user_0257,False,,,2023-04-16 00:00:00+00:00,2023-08-01 00:00:00+00:00,107,18,16.684444444444445,300.32,6.705882352941177,0,0,calendar_view,calendar_view,True,8,,,5,268,True,True,2023Q3,True,-1.0,5
user_0258,False,,,2023-12-02 00:00:00+00:00,2024-01-30 00:00:00+00:00,59,15,14.037333333333333,210.56,7.571428571428571,0,10,comment,file_upload,True,11,,,4,86,False,False,2024Q1,False,-1.0,4
user_0259,False,,,2023-06-10 00:00:00+00:00,2023-08-20 00:00:00+00:00,71,5,26.582,132.91,23.25,0,21,calendar_view,task_create,True,4,,,2,249,True,True,2023Q3,True,-1.0,3
user_0260,True,2023-09-28 00:00:00+00:00,45.0,2023-08-14 00:00:00+00:00,2023-12-06 00:00:00+00:00,114,12,17.150833333333335,205.81,10.454545454545455,0,3,task_create,comment,True,8,"calendar_view,comment,file_upload,task_create,task_edit","calendar_view,comment,file_upload,task_edit",5,141,True,True,2023Q4,True,45.0,5
user_0261,False,,,2023-09-27 00:00:00+00:00,2024-02-20 00:00:00+00:00,146,7,7.025714285714286,49.18,18.833333333333332,0,3,file_upload,task_create,True,5,,,2,65,False,False,2024Q1,False,-1.0,5
user_0262,False,,,2023-04-27 00:00:00+00:00,2023-09-15 00:00:00+00:00,141,11,29.644545454545458,326.09000000000003,10.4,1,3,task_edit,comment,True,5,,,4,223,True,True,2023Q3,True,-1.0,5
user_0263,False,,,2023-07-14 00:00:00+00:00,2023-09-21 00:00:00+00:00,69,13,13.576153846153847,176.49,8.75,0,5,calendar_view,file_upload,True,8,,,4,217,True,True,2023Q3,True,-1.0,4
user_0264,False,,,2023-01-23 00:00:00+00:00,2023-04-29 00:00:00+00:00,96,7,14.972857142857142,104.81,14.333333333333334,0,33,task_create,file_upload,True,5,,,2,362,True,True,2023Q2,True,-1.0,5
user_0265,False,,,2023-06-08 00:00:00+00:00,2023-07-17 00:00:00+00:00,39,10,23.851,238.51,6.333333333333333,1,0,comment,task_edit,True,5,,,2,283,True,True,2023Q3,True,-1.0,4
user_0266,False,,,2023-04-18 00:00:00+00:00,2023-07-31 00:00:00+00:00,104,11,21.325454545454548,234.58,9.8,0,14,calendar_view,comment,True,7,,,4,269,True,True,2023Q3,True,-1.0,5
user_0267,False,,,2023-12-24 00:00:00+00:00,2024-05-14 00:00:00+00:00,142,14,14.325714285714286,200.56,7.769230769230769,1,6,task_create,comment,True,8,,,5,-19,False,False,2024Q2,False,-1.0,5
user_0268,False,,,2023-08-18 00:00:00+00:00,2024-01-09 00:00:00+00:00,144,4,23.98,95.92,28.333333333333332,0,13,comment,task_edit,True,3,,,1,107,True,False,2024Q1,True,-1.0,3
user_0269,False,,,2023-06-16 00:00:00+00:00,2023-09-30 00:00:00+00:00,106,8,24.103749999999998,192.82999999999998,15.428571428571429,0,8,file_upload,comment,True,6,,,3,208,True,True,2023Q3,True,-1.0,4
user_0270,True,2023-12-26 00:00:00+00:00,23.0,2023-12-03 00:00:00+00:00,2024-03-30 00:00:00+00:00,118,6,23.526666666666667,141.16,19.0,0,5,file_upload,task_edit,True,3,file_upload,"calendar_view,file_upload,task_create,task_edit",2,26,False,False,2024Q1,False,23.0,4
user_0271,False,,,2023-04-24 00:00:00+00:00,2023-09-19 00:00:00+00:00,148,7,28.58571428571429,200.10000000000002,19.5,0,3,file_upload,comment,True,5,,,3,219,True,True,2023Q3,True,-1.0,4
user_0272,False,,,2023-11-03 00:00:00+00:00,2024-02-18 00:00:00+00:00,107,5,37.410000000000004,187.05,25.25,0,19,task_create,comment,True,4,,,2,67,False,False,2024Q1,False,-1.0,3
user_0273,False,,,2023-03-23 00:00:00+00:00,2023-07-14 00:00:00+00:00,113,8,14.32375,114.59,14.285714285714286,0,19,task_create,file_upload,True,6,,,3,286,True,True,2023Q3,True,-1.0,3
user_0274,True,2023-03-26 00:00:00+00:00,57.0,2023-01-28 00:00:00+00:00,2023-05-28 00:00:00+00:00,120,6,21.349999999999998,128.1,11.0,0,21,task_create,file_upload,True,4,"task_create,task_edit","file_upload,task_create",2,333,True,True,2023Q2,True,57.0,3
user_0275,False,,,2023-04-22 00:00:00+00:00,2023-07-24 00:00:00+00:00,93,8,22.427500000000002,179.42000000000002,13.428571428571429,1,26,file_upload,task_create,True,6,,,4,276,True,True,2023Q3,True,-1.0,4
user_0276,False,,,2023-08-08 00:00:00+00:00,2023-12-07 00:00:00+00:00,121,10,22.381,223.81,12.0,0,12,task_create,file_upload,True,6,,,3,140,True,True,2023Q4,True,-1.0,5
user_0277,True,2023-10-09 00:00:00+00:00,37.0,2023-09-02 00:00:00+00:00,2023-11-08 00:00:00+00:00,67,8,15.78375,126.27,15.142857142857142,0,12,comment,task_edit,True,5,"calendar_view,comment,file_upload,task_create,task_edit","comment,task_edit",2,169,True,True,2023Q4,True,37.0,5
user_0278,True,2023-11-08 00:00:00+00:00,31.0,2023-10-08 00:00:00+00:00,2024-01-02 00:00:00+00:00,86,19,20.25052631578947,384.76,6.277777777777778,0,7,comment,calendar_view,True,12,"calendar_view,comment,file_upload,task_create,task_edit","calendar_view,comment,file_upload,task_create,task_edit",5,114,True,False,2024Q1,True,31.0,5
user_0279,True,2023-06-19 00:00:00+00:00,8.0,2023-06-11 00:00:00+00:00,2023-07-20 00:00:00+00:00,39,15,26.881333333333334,403.22,8.142857142857142,0,0,task_create,calendar_view,True,9,"task_create,task_edit","calendar_view,comment,file_upload,task_create,task_edit",4,280,True,True,2023Q3,True,8.0,5
user_0280,False,,,2023-07-03 00:00:00+00:00,2023-08-23 00:00:00+00:00,51,12,11.1075,133.29,9.727272727272727,1,13,task_edit,file_upload,True,6,,,3,246,True,True,2023Q3,True,-1.0,5
user_0281,False,,,2023-12-15 00:00:00+00:00,2024-03-30 00:00:00+00:00,106,10,13.752,137.52,9.333333333333334,1,16,task_create,task_create,True,7,,,3,26,False,False,2024Q1,False,-1.0,5
user_0282,False,,,2023-05-18 00:00:00+00:00,2023-07-05 00:00:00+00:00,48,10,13.832999999999998,138.32999999999998,13.11111111111111,1,1,task_create,comment,True,7,,,3,295,True,True,2023Q3,True,-1.0,4
user_0283,True,2023-09-28 00:00:00+00:00,40.0,2023-08-19 00:00:00+00:00,2024-01-08 00:00:00+00:00,142,10,21.939,219.39,12.555555555555555,0,4,task_create,file_upload,True,9,"file_upload,task_create","calendar_view,comment,file_upload,task_create",3,108,True,False,2024Q1,True,40.0,4
user_0284,False,,,2023-04-25 00:00:00+00:00,2023-09-06 00:00:00+00:00,134,5,21.214,106.07,13.75,0,29,task_create,task_create,True,4,,,2,232,True,True,2023Q3,True,-1.0,3
user_0285,False,,,2023-05-16 00:00:00+00:00,2023-08-01 00:00:00+00:00,77,9,24.35222222222222,219.17,15.0,0,0,task_create,calendar_view,True,5,,,4,268,True,True,2023Q3,True,-1.0,4
user_0286,False,,,2023-04-04 00:00:00+00:00,2023-05-09 00:00:00+00:00,35,7,8.23,57.61,11.666666666666666,0,38,calendar_view,comment,True,2,,,2,352,True,True,2023Q2,True,-1.0,4
user_0287,True,2023-08-10 00:00:00+00:00,59.0,2023-06-12 00:00:00+00:00,2023-07-13 00:00:00+00:00,31,9,17.87777777777778,160.9,14.75,0,1,task_edit,file_upload,True,5,"calendar_view,comment,file_upload,task_edit","comment,file_upload,task_edit",3,287,True,True,2023Q3,True,59.0,4
user_0288,False,,,2023-04-22 00:00:00+00:00,2023-07-17 00:00:00+00:00,86,8,12.2075,97.66,13.0,0,14,comment,comment,True,5,,,2,283,True,True,2023Q3,True,-1.0,4
user_0289,False,,,2023-07-29 00:00:00+00:00,2023-11-24 00:00:00+00:00,118,12,24.6825,296.19,10.818181818181818,1,1,calendar_view,task_edit,True,4,,,3,153,True,True,2023Q4,True,-1.0,4
user_0290,False,,,2023-03-14 00:00:00+00:00,2023-06-28 00:00:00+00:00,106,12,34.858333333333334,418.3,9.636363636363637,0,7,task_create,task_create,True,8,,,3,302,True,True,2023Q2,True,-1.0,4
user_0291,False,,,2023-10-27 00:00:00+00:00,2024-03-20 00:00:00+00:00,145,11,20.236363636363635,222.6,11.3,0,7,calendar_view,file_upload,True,5,,,4,36,False,False,2024Q1,False,-1.0,4
user_0292,False,,,2023-01-05 00:00:00+00:00,2023-04-20 00:00:00+00:00,105,8,10.85875,86.87,13.0,0,11,comment,task_edit,True,5,,,3,371,True,True,2023Q2,True,-1.0,4
user_0293,False,,,2023-11-22 00:00:00+00:00,2024-03-16 00:00:00+00:00,115,13,21.93,285.09,9.333333333333334,1,0,task_create,task_edit,True,7,,,3,40,False,False,2024Q1,False,-1.0,5
user_0294,False,,,2023-11-07 00:00:00+00:00,2024-02-22 00:00:00+00:00,107,15,23.388666666666666,350.83,7.785714285714286,0,10,comment,comment,True,9,,,5,63,False,False,2024Q1,False,-1.0,5
user_0295,False,,,2023-03-11 00:00:00+00:00,2023-07-28 00:00:00+00:00,139,7,23.368571428571432,163.58,15.0,0,29,calendar_view,comment,True,4,,,2,272,True,True,2023Q3,True,-1.0,4
user_0296,False,,,2023-02-19 00:00:00+00:00,2023-05-17 00:00:00+00:00,87,8,15.13375,121.07,15.428571428571429,0,7,calendar_view,file_upload,True,3,,,3,344,True,True,2023Q2,True,-1.0,4
user_0297,False,,,2023-11-17 00:00:00+00:00,2024-03-07 00:00:00+00:00,111,10,20.178,201.78,10.0,1,24,file_upload,task_create,True,8,,,3,49,False,False,2024Q1,False,-1.0,4
user_0298,False,,,2023-02-14 00:00:00+00:00,2023-04-10 00:00:00+00:00,55,14,16.377142857142857,229.28,8.0,0,13,calendar_view,comment,True,6,,,4,381,True,True,2023Q2,True,-1.0,5
user_0299,False,,,2023-09-04 00:00:00+00:00,2023-12-15 00:00:00+00:00,102,13,21.982307692307693,285.77,9.916666666666666,0,0,task_edit,file_upload,True,12,,,3,132,True,True,2023Q4,True,-1.0,4
user_0300,False,,,2023-03-14 00:00:00+00:00,2023-04-15 00:00:00+00:00,32,10,24.113,241.13,12.0,0,2,task_create,calendar_view,True,7,,,3,376,True,True,2023Q2,True,-1.0,4
user_0301,False,,,2023-12-15 00:00:00+00:00,2024-04-04 00:00:00+00:00,111,11,18.625454545454545,204.88,11.3,0,2,calendar_view,calendar_view,True,7,,,4,21,False,False,2024Q2,False,-1.0,5
user_0302,False,,,2023-04-02 00:00:00+00:00,2023-07-02 00:00:00+00:00,91,14,29.79642857142857,417.15,6.923076923076923,0,23,task_create,task_create,True,10,,,4,298,True,True,2023Q3,True,-1.0,5
user_0303,False,,,2023-03-15 00:00:00+00:00,2023-06-22 00:00:00+00:00,99,13,23.694615384615382,308.03,7.25,1,11,calendar_view,calendar_view,True,7,,,3,308,True,True,2023Q2,True,-1.0,4
user_0304,True,2023-09-08 00:00:00+00:00,53.0,2023-07-17 00:00:00+00:00,2023-10-05 00:00:00+00:00,80,6,16.13,96.78,19.8,0,21,task_create,task_create,True,3,"file_upload,task_create","calendar_view,task_create,task_edit",2,203,True,True,2023Q4,True,53.0,4
user_0305,False,,,2023-11-26 00:00:00+00:00,2024-01-29 00:00:00+00:00,64,14,22.459285714285716,314.43,9.0,0,2,file_upload,comment,True,11,,,3,87,False,False,2024Q1,False,-1.0,5
user_0306,True,2023-12-29 00:00:00+00:00,33.0,2023-11-26 00:00:00+00:00,2024-02-09 00:00:00+00:00,75,8,20.6025,164.82,11.857142857142858,0,37,task_create,calendar_view,True,4,,"calendar_view,comment,file_upload,task_create,task_edit",2,76,False,False,2024Q1,False,33.0,5
user_0307,False,,,2023-10-28 00:00:00+00:00,2024-01-14 00:00:00+00:00,78,6,21.49,128.94,18.2,0,13,task_edit,task_edit,True,2,,,2,102,True,False,2024Q1,True,-1.0,2
user_0308,False,,,2023-04-07 00:00:00+00:00,2023-06-19 00:00:00+00:00,73,15,24.63533333333333,369.53,6.571428571428571,0,15,comment,comment,True,10,,,5,311,True,True,2023Q2,True,-1.0,5
user_0309,True,2023-10-25 00:00:00+00:00,43.0,2023-09-12 00:00:00+00:00,2023-12-29 00:00:00+00:00,108,11,17.026363636363637,187.29,10.8,0,4,file_upload,file_upload,True,5,"calendar_view,file_upload,task_edit","calendar_view,comment,file_upload,task_edit",3,118,True,False,2023Q4,True,43.0,4
user_0310,False,,,2023-02-09 00:00:00+00:00,2023-04-13 00:00:00+00:00,63,11,21.726363636363637,238.99,11.8,0,2,task_create,comment,True,6,,,3,378,True,True,2023Q2,True,-1.0,4
user_0311,False,,,2023-10-07 00:00:00+00:00,2024-03-02 00:00:00+00:00,147,16,25.7575,412.12,7.733333333333333,3,0,task_create,task_edit,True,11,,,5,54,False,False,2024Q1,False,-1.0,5
user_0312,False,,,2023-10-03 00:00:00+00:00,2023-12-09 00:00:00+00:00,67,13,17.36,225.68,8.666666666666666,0,14,comment,task_edit,True,7,,,4,138,True,True,2023Q4,True,-1.0,5
user_0313,False,,,2023-06-20 00:00:00+00:00,2023-08-23 00:00:00+00:00,64,9,29.651111111111113,266.86,13.75,0,0,task_edit,file_upload,True,3,,,2,246,True,True,2023Q3,True,-1.0,4
user_0314,True,2023-03-24 00:00:00+00:00,31.0,2023-02-21 00:00:00+00:00,2023-07-12 00:00:00+00:00,141,11,25.006363636363634,275.07,10.9,1,7,task_create,task_create,True,8,"file_upload,task_create","calendar_view,comment,task_create,task_edit",2,288,True,True,2023Q3,True,31.0,5
user_0315,True,2023-11-28 00:00:00+00:00,47.0,2023-10-12 00:00:00+00:00,2024-03-08 00:00:00+00:00,148,15,19.794666666666664,296.91999999999996,7.642857142857143,1,3,task_edit,task_create,True,9,"calendar_view,comment,task_create,task_edit","comment,file_upload,task_create,task_edit",3,48,False,False,2024Q1,False,47.0,5
user_0316,True,2023-05-28 00:00:00+00:00,59.0,2023-03-30 00:00:00+00:00,2023-05-31 00:00:00+00:00,62,10,10.818999999999999,108.19,11.555555555555555,0,0,file_upload,file_upload,True,8,"calendar_view,comment,file_upload,task_create","calendar_view,file_upload,task_create",4,330,True,True,2023Q2,True,59.0,4
user_0317,False,,,2023-02-23 00:00:00+00:00,2023-06-12 00:00:00+00:00,109,12,11.745,140.94,10.727272727272727,1,1,file_upload,comment,True,6,,,4,318,True,True,2023Q2,True,-1.0,5
user_0318,True,2023-11-16 00:00:00+00:00,23.0,2023-10-24 00:00:00+00:00,2024-03-06 00:00:00+00:00,134,11,15.655454545454546,172.21,11.9,2,0,comment,task_edit,True,6,"comment,file_upload","calendar_view,comment,task_create,task_edit",4,50,False,False,2024Q1,False,23.0,5
user_0319,True,2023-04-04 00:00:00+00:00,21.0,2023-03-14 00:00:00+00:00,2023-06-12 00:00:00+00:00,90,11,10.458181818181817,115.03999999999999,9.7,0,5,task_create,comment,True,6,"file_upload,task_create","calendar_view,comment,file_upload,task_create,task_edit",4,318,True,True,2023Q2,True,21.0,5
user_0320,False,,,2023-03-20 00:00:00+00:00,2023-06-02 00:00:00+00:00,74,10,11.789,117.89,11.222222222222221,0,7,task_edit,file_upload,True,5,,,3,328,True,True,2023Q2,True,-1.0,5
user_0321,False,,,2023-04-02 00:00:00+00:00,2023-06-03 00:00:00+00:00,62,11,36.559999999999995,402.15999999999997,10.1,0,15,file_upload,calendar_view,True,9,,,2,327,True,True,2023Q2,True,-1.0,5
user_0322,True,2023-06-22 00:00:00+00:00,6.0,2023-06-16 00:00:00+00:00,2023-09-27 00:00:00+00:00,103,9,15.58111111111111,140.23,12.875,0,11,file_upload,task_create,True,7,,"calendar_view,comment,file_upload,task_create,task_edit",2,211,True,True,2023Q3,True,6.0,5
user_0323,False,,,2023-04-02 00:00:00+00:00,2023-06-14 00:00:00+00:00,73,6,26.786666666666665,160.72,21.8,0,4,calendar_view,task_create,True,3,,,1,316,True,True,2023Q2,True,-1.0,4
user_0324,True,2023-12-21 00:00:00+00:00,46.0,2023-11-05 00:00:00+00:00,2024-03-28 00:00:00+00:00,144,7,18.142857142857142,127.0,17.833333333333332,0,4,calendar_view,task_create,True,3,"calendar_view,file_upload,task_edit","task_create,task_edit",2,28,False,False,2024Q1,False,46.0,4
user_0325,False,,,2023-07-28 00:00:00+00:00,2023-12-11 00:00:00+00:00,136,11,13.969999999999999,153.67,11.3,0,4,calendar_view,task_edit,True,5,,,3,136,True,True,2023Q4,True,-1.0,5
user_0326,True,2023-08-15 00:00:00+00:00,12.0,2023-08-03 00:00:00+00:00,2023-10-31 00:00:00+00:00,89,13,26.762307692307694,347.91,9.166666666666666,2,4,calendar_view,comment,True,9,calendar_view,"comment,file_upload,task_create,task_edit",4,177,True,True,2023Q4,True,12.0,5
user_0327,False,,,2023-01-17 00:00:00+00:00,2023-03-24 00:00:00+00:00,66,13,20.406923076923075,265.28999999999996,8.416666666666666,0,8,calendar_view,comment,True,10,,,4,398,True,True,2023Q1,True,-1.0,5
user_0328,False,,,2023-09-21 00:00:00+00:00,2024-02-17 00:00:00+00:00,149,9,18.054444444444442,162.48999999999998,12.625,0,19,task_create,task_create,True,7,,,2,68,False,False,2024Q1,False,-1.0,4
user_0329,False,,,2023-04-30 00:00:00+00:00,2023-08-11 00:00:00+00:00,103,13,18.61846153846154,242.04,9.416666666666666,0,6,task_create,comment,True,10,,,3,258,True,True,2023Q3,True,-1.0,5
user_0330,True,2023-12-17 00:00:00+00:00,10.0,2023-12-07 00:00:00+00:00,2024-03-12 00:00:00+00:00,96,15,19.019333333333336,285.29,8.0,0,8,file_upload,task_edit,True,11,file_upload,"calendar_view,comment,file_upload,task_create,task_edit",4,44,False,False,2024Q1,False,10.0,5
user_0331,False,,,2023-10-16 00:00:00+00:00,2024-01-01 00:00:00+00:00,77,12,27.714166666666667,332.57,10.272727272727273,0,2,task_edit,calendar_view,True,7,,,5,115,True,False,2024Q1,True,-1.0,5
user_0332,False,,,2023-08-07 00:00:00+00:00,2023-11-09 00:00:00+00:00,94,11,32.907272727272726,361.98,11.1,0,5,calendar_view,calendar_view,True,8,,,3,168,True,True,2023Q4,True,-1.0,4
user_0333,False,,,2023-05-12 00:00:00+00:00,2023-06-27 00:00:00+00:00,46,10,17.332,173.32,11.11111111111111,0,1,task_create,calendar_view,True,3,,,2,303,True,True,2023Q2,True,-1.0,5
user_0334,True,2023-04-16 00:00:00+00:00,19.0,2023-03-28 00:00:00+00:00,2023-06-02 00:00:00+00:00,66,12,28.95,347.4,10.0,0,5,comment,task_create,True,9,comment,"calendar_view,comment,file_upload,task_create,task_edit",4,328,True,True,2023Q2,True,19.0,5
user_0335,False,,,2023-04-21 00:00:00+00:00,2023-06-16 00:00:00+00:00,56,10,18.872,188.72,12.555555555555555,0,4,task_create,file_upload,True,4,,,3,314,True,True,2023Q2,True,-1.0,5
user_0336,True,2023-07-08 00:00:00+00:00,52.0,2023-05-17 00:00:00+00:00,2023-08-10 00:00:00+00:00,85,8,25.27,202.16,15.285714285714286,0,5,comment,file_upload,True,5,"calendar_view,comment,file_upload","calendar_view,file_upload,task_create",2,259,True,True,2023Q3,True,52.0,4
user_0337,False,,,2023-05-07 00:00:00+00:00,2023-09-14 00:00:00+00:00,130,7,20.90142857142857,146.31,14.333333333333334,0,1,file_upload,task_create,True,3,,,2,224,True,True,2023Q3,True,-1.0,4
user_0338,False,,,2023-05-19 00:00:00+00:00,2023-08-31 00:00:00+00:00,104,7,17.231428571428573,120.62,16.666666666666668,0,12,calendar_view,task_edit,True,1,,,2,238,True,True,2023Q3,True,-1.0,3
user_0339,False,,,2023-11-01 00:00:00+00:00,2023-12-13 00:00:00+00:00,42,10,14.645,146.45,10.555555555555555,0,12,task_create,task_edit,True,8,,,3,134,True,True,2023Q4,True,-1.0,5
user_0340,False,,,2023-02-19 00:00:00+00:00,2023-07-15 00:00:00+00:00,146,10,13.485,134.85,10.555555555555555,0,20,file_upload,task_edit,True,5,,,3,285,True,True,2023Q3,True,-1.0,4
user_0341,True,2023-09-22 00:00:00+00:00,14.0,2023-09-08 00:00:00+00:00,2023-11-11 00:00:00+00:00,64,8,22.52625,180.21,14.428571428571429,0,7,task_create,comment,True,6,task_create,"calendar_view,comment,file_upload,task_create,task_edit",3,166,True,True,2023Q4,True,14.0,5
user_0342,False,,,2023-10-07 00:00:00+00:00,2023-12-31 00:00:00+00:00,85,7,16.071428571428573,112.5,15.5,0,12,task_edit,calendar_view,True,5,,,2,116,True,False,2023Q4,True,-1.0,4
user_0343,False,,,2023-08-27 00:00:00+00:00,2023-10-28 00:00:00+00:00,62,10,30.869999999999997,308.7,9.222222222222221,0,4,calendar_view,task_create,True,8,,,4,180,True,True,2023Q4,True,-1.0,4
user_0344,True,2023-10-13 00:00:00+00:00,37.0,2023-09-06 00:00:00+00:00,2023-10-15 00:00:00+00:00,39,12,17.161666666666665,205.94,10.181818181818182,1,4,calendar_view,calendar_view,True,9,"calendar_view,task_create","calendar_view,file_upload,task_create",3,193,True,True,2023Q4,True,37.0,3
